setting,bucket,rule,k,n_diff,cos_x_med,cos_x_p10,sign_agree,cos_y_med,cos_y_p10,cos_y_std,cos_x_std,rel_norm_med,rel_norm_std,pass
dimy8,mid,kcenter_mean2,32,30.702499999999997,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.1920928955078125e-07,2.44612294864055e-08,True
dimy8,mid,kcenter_mean2,64,57.563750000000006,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.1920928955078125e-07,2.44612294864055e-08,True
dimy8,late,uniform,8,8.0,1.0,-1.0,0.8866666666666667,0.9650661027445308,0.8846771839333502,0.04803089691946904,0.4119572738806407,0.5038737654685974,0.9395847205072642,True
dimy8,late,uniform,16,16.0,1.0,1.0,0.9316666666666666,0.9846602846772422,0.931726816485127,0.028357671263317268,0.2680116891860962,0.350449800491333,0.6937254323313634,True
dimy8,late,uniform,32,32.0,1.0,1.0,0.965,0.9933894525135667,0.9715009962948697,0.013193589091921845,0.13840227127075194,0.19506938755512238,0.48572856311996776,True
dimy8,late,uniform,64,64.0,1.0,1.0,0.9783333333333334,0.997696183951311,0.989313062727373,0.005122391080173354,0.05862244764963786,0.10836653411388397,0.284594059176743,True
dimy8,late,importance,8,7.785,1.0,-1.0,0.8883333333333333,0.9639062676495328,0.8502709809366351,0.054446772175530594,0.3912669837474823,0.43884873390197754,0.9644106145948171,True
dimy8,late,importance,16,15.046666666666665,1.0,1.0,0.92,0.9816087080780449,0.9240120751562387,0.03615932185202837,0.2592009921868642,0.34940260648727417,0.7325496137763063,True
dimy8,late,importance,32,28.290000000000003,1.0,1.0,0.9483333333333334,0.9913401781079073,0.962811379822649,0.016968663145477573,0.23070445855458577,0.21790297329425812,0.5001719173664848,True
dimy8,late,importance,64,50.33166666666667,1.0,1.0,0.975,0.9955721363093631,0.9830402999657175,0.008047200475508968,0.10558909376462301,0.1581091582775116,0.3265796599599222,True
dimy8,late,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter_mean2,8,7.996666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter_mean2,16,15.886666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter_mean2,32,31.198333333333334,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,late,kcenter_mean2,64,58.34166666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,1.8345922114804125e-08,True
dimy8,all,uniform,8,8.0,1.0,-1.0,0.889090909090909,0.9782008158799369,0.8957151229011326,0.03539428027314981,0.3288480444387956,0.330385684967041,0.9914610549468886,True
dimy8,all,uniform,16,16.0,1.0,1.0,0.9136363636363637,0.9902033766042418,0.9394174710425576,0.02169933713885257,0.2603210660544309,0.21240119636058807,0.7418747156604447,True
dimy8,all,uniform,32,32.0,1.0,1.0,0.9454545454545454,0.9956954031834495,0.9753279826881391,0.009863656264232386,0.18496639349243857,0.14500188827514648,0.4901234418915754,True
dimy8,all,uniform,64,64.0,1.0,1.0,0.9595454545454545,0.9985428187008201,0.9917150506405287,0.003607634429094601,0.12658541744405574,0.08669031411409378,0.28901485911655156,True
dimy8,all,importance,8,7.7736363636363635,1.0,-1.0,0.8827272727272727,0.9769907836741493,0.8868057542829559,0.03685315799957607,0.3457620777867057,0.36671701073646545,0.9953724728050557,True
dimy8,all,importance,16,15.050454545454546,1.0,1.0,0.9118181818181817,0.9886797989865799,0.938701698416628,0.023468757457554935,0.2764912941239097,0.23086054623126984,0.7361347729752941,True
dimy8,all,importance,32,28.311818181818182,1.0,1.0,0.9377272727272727,0.9943838885254931,0.96924833020245,0.012642225639667066,0.21849994063377381,0.1619056761264801,0.5538918127750301,True
dimy8,all,importance,64,50.27272727272727,1.0,1.0,0.9581818181818182,0.9972956529547417,0.9844680780393199,0.006218235131746042,0.15474539724263278,0.11241666972637177,0.386941522567279,True
dimy8,all,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter_mean2,8,7.842727272727273,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter_mean2,16,15.70090909090909,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter_mean2,32,30.759999999999998,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
dimy8,all,kcenter_mean2,64,57.847272727272724,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.280028499313465e-08,True
nuis16,early,uniform,8,8.0,1.0,-1.0,0.7,0.6543632116935626,-0.10666425480473314,0.31006314703263343,0.7433518961071968,1.107873797416687,11.661974372994155,False
nuis16,early,uniform,16,16.0,1.0,-1.0,0.745,0.7529132928062131,0.024691503176967347,0.2671377838298213,0.706280967593193,0.7993362545967102,6.959969378355891,False
nuis16,early,uniform,32,32.0,1.0,-1.0,0.8074999999999999,0.8746610327388077,0.24994553388287086,0.1950100663903868,0.598648051917553,0.6559356451034546,5.352711505210027,False
nuis16,early,uniform,64,64.0,1.0,-1.0,0.8375,0.9575052134078809,0.5705131096361812,0.11044076089456212,0.39991604834794997,0.4662068784236908,2.9162547846790403,False
nuis16,early,importance,8,7.7612499999999995,1.0,-1.0,0.7112499999999999,0.636217120466253,-0.12471905021931684,0.2905093835433945,0.7254413098096848,1.1109449863433838,12.208553352952004,False
nuis16,early,importance,16,15.0475,1.0,-1.0,0.75125,0.7495771652572792,0.0049734584249084435,0.24988130547571927,0.6573715180158615,0.7790111303329468,8.505820834077895,False
nuis16,early,importance,32,28.445,1.0,-1.0,0.79625,0.8511915688781196,0.24162097635289345,0.2021674963471014,0.5866019830107689,0.6608843207359314,5.11661498490721,False
nuis16,early,importance,64,50.09875,1.0,-1.0,0.8237500000000001,0.9193362666940831,0.3879455678990543,0.14865722396643832,0.5123608320951462,0.511525571346283,3.6022306099534034,False
nuis16,early,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter_mean2,8,7.90125,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter_mean2,16,15.721250000000001,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter_mean2,32,30.814999999999998,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,early,kcenter_mean2,64,57.98625,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,6.115307371601375e-08,True
nuis16,mid,uniform,8,8.0,1.0,-1.0,0.65,0.43211174199302144,-0.08343651375925112,0.21184835392050444,0.7119028404355049,7.4645562171936035,111.72949430611916,False
nuis16,mid,uniform,16,16.0,1.0,-1.0,0.665,0.5968906178111077,0.08652561446643435,0.19139545378275216,0.6922269508242607,5.140877723693848,51.254210403887555,False
nuis16,mid,uniform,32,32.0,1.0,-1.0,0.6900000000000001,0.7259952222612466,0.1770392791337614,0.19077994907856918,0.6911973610520363,3.390160322189331,47.67460689586587,False
nuis16,mid,uniform,64,64.0,1.0,-1.0,0.73125,0.8765990300709355,0.4636045747937702,0.14150150421774016,0.6426494091749191,2.001272201538086,28.274440390220843,False
nuis16,mid,importance,8,7.78875,1.0,-1.0,0.66125,0.47107429365896963,-0.06663557333947909,0.20565577917732297,0.7012249112129212,8.732556343078613,118.3795372181572,False
nuis16,mid,importance,16,15.0775,1.0,-1.0,0.675,0.5676599367375178,0.030304821730351445,0.19719990611774846,0.6893172949552536,4.996098041534424,66.39287459242624,False
nuis16,mid,importance,32,28.3,1.0,-1.0,0.69875,0.6743014546777442,0.1487641947358053,0.18306106814416126,0.6923991546034813,4.254406929016113,63.81093927919865,False
nuis16,mid,importance,64,50.378750000000004,1.0,-1.0,0.7150000000000001,0.7833873583887858,0.32608517545528454,0.16185634556459264,0.6686137273907662,2.7506937980651855,27.361787985661067,False
nuis16,mid,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter_mean2,8,7.9875,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter_mean2,16,15.88125,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter_mean2,32,30.95,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,mid,kcenter_mean2,64,57.81875,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,2.7518883172206188e-08,True
nuis16,late,uniform,8,8.0,1.0,-1.0,0.6083333333333333,0.3825184481785687,-0.045430337192096416,0.17108251086125772,0.7707432985305787,13.699348449707031,88.13379757752021,False
nuis16,late,uniform,16,16.0,1.0,-1.0,0.64,0.49352660412947597,0.02763723737846598,0.17564085200428964,0.7493876636028289,8.060270309448242,51.40360218062997,False
nuis16,late,uniform,32,32.0,1.0,-1.0,0.645,0.6248572363082349,0.17909795409662405,0.15998180898216863,0.7504318714141845,5.957223415374756,29.198804564525684,False
nuis16,late,uniform,64,64.0,1.0,-1.0,0.6766666666666666,0.7912582542016381,0.3923114775134797,0.14519081455655397,0.7256701211134593,2.6843628883361816,21.715927950665353,False
nuis16,late,importance,8,7.788333333333333,1.0,-1.0,0.64,0.4021940837803566,-0.03912437447404689,0.18007129399726787,0.7514669716358184,14.64159870147705,89.48134015227357,False
nuis16,late,importance,16,15.038333333333332,1.0,-1.0,0.6383333333333333,0.4722701238576254,0.042367693939284204,0.1713236493524164,0.7569723765055338,8.715304374694824,49.989345427850886,False
nuis16,late,importance,32,28.41166666666667,1.0,-1.0,0.635,0.5829316365861694,0.12592946199968855,0.16635258191575605,0.7525485436121623,5.144039154052734,33.510366319864985,False
nuis16,late,importance,64,50.526666666666664,1.0,-1.0,0.6666666666666666,0.6816922384122871,0.193315124055726,0.1653498822124675,0.7265033483505249,4.860963821411133,28.063876255601645,False
nuis16,late,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter_mean2,8,7.996666666666667,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter_mean2,16,15.836666666666668,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter_mean2,32,31.01833333333333,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,late,kcenter_mean2,64,58.15,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,2.44612294864055e-08,True
nuis16,all,uniform,8,8.0,1.0,-1.0,0.6568181818181819,0.4793961170886422,-0.07984034789989225,0.23644486694512043,0.7393862583420493,5.5704216957092285,68.90611522263762,False
nuis16,all,uniform,16,16.0,1.0,-1.0,0.6872727272727273,0.6177312451010798,0.0465864949207333,0.2146414096784693,0.7129267876798456,3.473900556564331,35.18795687916943,False
nuis16,all,uniform,32,32.0,1.0,-1.0,0.7204545454545455,0.750512588369177,0.19551402991823477,0.18391868080202997,0.6736979332837192,2.1705963611602783,27.245971572534604,False
nuis16,all,uniform,64,64.0,1.0,-1.0,0.755,0.8899401384770423,0.45200220328682267,0.13121286401080645,0.5770247448574413,1.338693380355835,17.264596777417783,False
nuis16,all,importance,8,7.778636363636363,1.0,-1.0,0.6736363636363636,0.49946684021602866,-0.07541904961776302,0.22953404844315214,0.7237332544543527,6.4422287940979,71.89058024920523,False
nuis16,all,importance,16,15.055909090909092,1.0,-1.0,0.6927272727272727,0.598048272407042,0.028388700625225548,0.20929961767555638,0.6961520346728238,4.187899589538574,40.86934708996083,False
nuis16,all,importance,32,28.383181818181818,1.0,-1.0,0.7168181818181818,0.7072168593009048,0.16408181714000314,0.18545200033748352,0.6703318346630444,2.600304365158081,34.20375600145622,False
nuis16,all,importance,64,50.31727272727272,1.0,-1.0,0.7413636363636363,0.8184314940031082,0.29265920146926544,0.1580094477055933,0.627582571181384,1.9628255367279053,18.91342755902389,False
nuis16,all,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter_mean2,8,7.958636363636364,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter_mean2,16,15.81090909090909,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter_mean2,32,30.919545454545457,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis16,all,kcenter_mean2,64,57.97,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,3.8915592364736025e-08,True
nuis8,early,uniform,8,8.0,1.0,-1.0,0.665,0.6456792998171963,-0.4614285328869427,0.4119539425242692,0.8101694777607917,3.175771713256836,8.184439356066287,False
nuis8,early,uniform,16,16.0,1.0,-1.0,0.6875,0.7762698179932105,-0.2848040573014892,0.36496022415813056,0.7784990623593331,1.8483718633651733,4.948043808341026,False
nuis8,early,uniform,32,32.0,1.0,-1.0,0.73375,0.8456801546454631,-0.07794926728421461,0.310572724964004,0.723100520670414,1.277718424797058,3.46064408197999,False
nuis8,early,uniform,64,64.0,1.0,-1.0,0.7775000000000001,0.9186357604816189,0.2102294272179251,0.2383584378985688,0.6341090083122254,0.7223764061927795,2.0329442424932496,False
nuis8,early,importance,8,7.7575,1.0,-1.0,0.6487499999999999,0.6660197224682906,-0.49740287652193765,0.3950422604801133,0.7919290602207184,3.5021934509277344,7.97277823202312,False
nuis8,early,importance,16,15.005,1.0,-1.0,0.67875,0.7419558583041026,-0.28619978757731773,0.35558229458983986,0.7745943203568458,2.016577959060669,4.91035663895309,False
nuis8,early,importance,32,28.314999999999998,1.0,-1.0,0.73,0.7972322054368106,-0.1285027172457194,0.3123497524182312,0.7074828922748566,1.3940813541412354,3.748816297808662,False
nuis8,early,importance,64,49.7625,1.0,-1.0,0.77,0.8766803744315084,0.07999261708184706,0.2746319462894462,0.6727203309535981,0.8734203577041626,2.675604796409607,False
nuis8,early,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter_mean2,8,7.9262500000000005,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter_mean2,16,15.8475,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter_mean2,32,31.128750000000004,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,early,kcenter_mean2,64,57.95375,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,2.384185791015625e-07,4.8922458972811e-08,True
nuis8,mid,uniform,8,8.0,1.0,-1.0,0.6287499999999999,0.3697096866422749,-0.1661396622415572,0.23048826036974787,0.7475487202405929,17.544586181640625,25.15775860324502,False
nuis8,mid,uniform,16,16.0,1.0,-1.0,0.6637500000000001,0.4641545409181093,-0.05083623392938545,0.2031092026270926,0.7297795683145523,14.025472640991211,14.836389257851987,False
nuis8,mid,uniform,32,32.0,1.0,-1.0,0.63625,0.5786041706788665,0.02865676594631367,0.20095416828989981,0.7079537346959114,8.75391960144043,10.389791075466201,False
nuis8,mid,uniform,64,64.0,1.0,-1.0,0.67375,0.7746855634360459,0.24980127190268278,0.18061378403072012,0.687804602086544,4.149690628051758,5.635563371097669,False
nuis8,mid,importance,8,7.78375,1.0,-1.0,0.63625,0.4075510112422011,-0.17031025299363248,0.23614077572710812,0.7391566947102547,20.813669204711914,23.688169507309794,False
nuis8,mid,importance,16,15.0625,1.0,-1.0,0.6599999999999999,0.4765998368180906,-0.09014780196474399,0.20895290442276745,0.7375285103917122,13.336262702941895,16.50128789320588,False
nuis8,mid,importance,32,28.395,1.0,-1.0,0.6799999999999999,0.566487025163753,0.008419206890769162,0.2007282314589247,0.7009678110480309,9.75792121887207,12.312557357456535,False
nuis8,mid,importance,64,50.2975,1.0,-1.0,0.66125,0.6774366035363704,0.1188718306122566,0.20370192975387907,0.6978705048561096,6.463649749755859,8.553419779147953,False
nuis8,mid,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter_mean2,8,7.97875,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter_mean2,16,15.865,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter_mean2,32,30.94875,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,mid,kcenter_mean2,64,57.723749999999995,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.669184422960825e-08,True
nuis8,late,uniform,8,8.0,1.0,-1.0,0.6633333333333333,0.4542080932723973,-0.2164460208513743,0.2622247202321887,0.7493813991546631,15.590093612670898,13.448616246630747,False
nuis8,late,uniform,16,16.0,1.0,-1.0,0.675,0.5266643284122905,-0.18867673918499936,0.27395211063946284,0.7384637236595154,9.760565757751465,9.826545917491119,False
nuis8,late,uniform,32,32.0,1.0,-1.0,0.6549999999999999,0.6291617867844043,-0.05598546088797971,0.247006488746653,0.7028532346089681,6.563841342926025,6.672250616550445,False
nuis8,late,uniform,64,64.0,1.0,-1.0,0.7200000000000001,0.8062252985114758,0.2176160206418202,0.21642640673089772,0.6887142062187195,3.165086507797241,3.9457386253401636,False
nuis8,late,importance,8,7.788333333333333,1.0,-1.0,0.6433333333333333,0.4269571606546251,-0.2295399663496824,0.2736456544448932,0.7367874721686045,11.20043659210205,14.754561671242119,False
nuis8,late,importance,16,15.078333333333335,1.0,-1.0,0.6716666666666666,0.543048218549549,-0.1842167215231314,0.2675768700117866,0.7364040493965149,9.029122352600098,10.803046485160788,False
nuis8,late,importance,32,28.345000000000002,1.0,-1.0,0.6683333333333333,0.6146437596978046,-0.05910713872794871,0.25023451424203813,0.698216833670934,6.810217380523682,7.687970130518079,False
nuis8,late,importance,64,50.33833333333334,1.0,-1.0,0.6816666666666666,0.6952089385033631,0.016727067114249306,0.2336043534334749,0.6952559888362885,4.686721324920654,5.689617564032475,False
nuis8,late,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter_mean2,8,7.961666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter_mean2,16,15.851666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter_mean2,32,31.195,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,late,kcenter_mean2,64,57.765,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,5.960464477539063e-08,3.2614972648540665e-08,True
nuis8,all,uniform,8,8.0,1.0,-1.0,0.6513636363636364,0.48602234467225425,-0.2570150236218161,0.3051311792975122,0.7708197263154116,8.189044952392578,15.792240052467042,False
nuis8,all,uniform,16,16.0,1.0,-1.0,0.6754545454545454,0.5890388996592748,-0.16073387483761795,0.28128491264175287,0.7498641539703715,5.5372514724731445,9.874306365204129,False
nuis8,all,uniform,32,32.0,1.0,-1.0,0.6768181818181819,0.709290824641106,-0.03832400780269934,0.25337518538687037,0.7120706113902006,2.990314483642578,6.856226589039645,False
nuis8,all,uniform,64,64.0,1.0,-1.0,0.7240909090909091,0.8582494545303224,0.22472593033000646,0.21137891890089536,0.6685270054773851,1.8917567729949951,3.864658757307651,False
nuis8,all,importance,8,7.775454545454545,1.0,-1.0,0.6427272727272727,0.47628143119679756,-0.28843278518900006,0.3041517371057787,0.7577004942027006,9.066363334655762,15.537043270096182,False
nuis8,all,importance,16,15.04590909090909,1.0,-1.0,0.67,0.5844153219113878,-0.15477806330186153,0.2782610369168899,0.7507003155621615,6.445074558258057,10.732337962192569,False
nuis8,all,importance,32,28.352272727272727,1.0,-1.0,0.6950000000000001,0.6778740558182105,-0.048379907346635574,0.2548195889304307,0.7025866649367593,3.8554482460021973,7.9372186375104565,False
nuis8,all,importance,64,50.11409090909091,1.0,-1.0,0.7063636363636364,0.7811110268934078,0.09074501373530523,0.23764986949761144,0.6880119372497905,2.829237461090088,5.634995544938879,False
nuis8,all,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter_mean2,8,7.954999999999999,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter_mean2,16,15.855,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter_mean2,32,31.081363636363633,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
nuis8,all,kcenter_mean2,64,57.818636363636365,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,1.1920928955078125e-07,4.002746643229991e-08,True
