commit,candidate,task,target,seed,config,hardware,dtype,wall_s,peak_mem_mb,score_calls,cond_calls,cond_samples,opt_loss,eval_metric,status
6af2081,A4:qclip0.75,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.760,787,,1584,1584,0.04651,0.2140,diverged=0;success=0.68
6af2081,A4:relclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.700,789,,1584,1584,0.05515,0.2927,diverged=0;success=0.65
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.707,790,,1584,1584,0.04853,0.2313,diverged=0;success=0.78
6af2081,A4:relclip2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.709,758,,1584,1584,0.04499,0.1849,diverged=0;success=0.82
6af2081,A4:relclip_ema0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.758,758,,1584,1584,0.06468,0.3325,diverged=0;success=0.55
6af2081,A4:relclip_ema1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.847,790,,1584,1584,0.04858,0.1590,diverged=0;success=0.88
6af2081,A4:relclip_ema2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.806,790,,1584,1584,0.04677,0.1901,diverged=0;success=0.75
6af2081,A4:sqrt_floor,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.727,642,,1584,1584,0.05918,0.2657,diverged=0;success=0.65
6af2081,A4:sqrtfloor_clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.934,792,,1584,1584,0.1686,0.6232,diverged=0;success=0.10
6af2081,A4:sqrtfloor_clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.781,793,,1584,1584,0.05597,0.2362,diverged=0;success=0.57
6af2081,A4:sqrtfloor_relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.719,791,,1584,1584,0.06576,0.3350,diverged=0;success=0.62
6af2081,A4:trust_ddim0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.713,793,,1584,1584,0.5091,0.5956,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.833,787,,1584,1584,0.4577,0.5929,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.845,783,,1584,1584,0.2432,0.6915,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.644,791,,1584,1584,0.195,0.4779,diverged=0;success=0.38
6af2081,A4:trust_noise0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.727,791,,1584,1584,0.04551,0.2192,diverged=0;success=0.80
6af2081,A4:trust_noise1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.702,793,,1584,1584,0.04566,0.2038,diverged=0;success=0.70
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=24;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.857,769,,2376,2376,0.04262,0.2654,diverged=0;success=0.55
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=2;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.696,761,,198,198,0.1001,0.8049,diverged=2;success=0.15
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,1.768,782,,9504,9504,0.02881,0.2407,diverged=0;success=0.55
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,2.120,861,,9504,9504,0.0283,0.2289,diverged=0;success=0.53
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,2.027,860,,9504,9504,0.1133,0.5683,diverged=0;success=0.23
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,2.027,875,,9504,9504,0.02852,0.2282,diverged=0;success=0.53
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,17.456,804,,9504,9504,0.02823,0.3317,diverged=0;success=0.75
6af2081,A4:adapt_agree0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,1.758,813,,3168,3168,0.07346,0.3024,diverged=0;success=0.42
6af2081,A4:antithetic,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.839,780,,3168,3168,0.04439,0.2785,diverged=0;success=0.25
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=legacy/restarts=40@0,arm64 cpu,float32,0.794,782,,3168,3168,0.04961,0.2356,diverged=0;success=0.55
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.868,787,,3168,3168,0.04909,0.2359,diverged=0;success=0.53
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.673,794,,3168,3168,0.05319,0.2004,diverged=0;success=0.68
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.889,783,,3168,3168,0.05005,0.2334,diverged=0;success=0.57
6af2081,A4:crn,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.868,779,,3168,3168,0.02733,0.2929,diverged=0;success=0.53
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.714,789,,3168,3168,0.04683,0.2006,diverged=0;success=0.75
6af2081,A4:adapt_agree0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.591,818,,3168,3168,0.05298,0.2771,diverged=0;success=0.57
6af2081,A4:adapt_agree0.8,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.978,820,,3168,3168,0.05565,0.2541,diverged=0;success=0.57
6af2081,A4:adapt_improve,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.859,799,,3168,3168,0.04725,0.2913,diverged=0;success=0.53
6af2081,A4:antithetic,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.824,784,,3168,3168,0.0328,0.2840,diverged=0;success=0.28
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,0.766,782,,3168,3168,0.04026,0.2441,diverged=0;success=0.47
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.909,792,,3168,3168,0.03789,0.2518,diverged=0;success=0.50
6af2081,A4:bw_pooled_floor,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.966,783,,3168,3168,0.03638,0.2518,diverged=0;success=0.50
6af2081,A4:bw_pooled,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.995,790,,3168,3168,0.03865,0.2422,diverged=0;success=0.50
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.812,799,,3168,3168,0.1747,0.6082,diverged=0;success=0.10
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.889,791,,3168,3168,0.03717,0.2523,diverged=0;success=0.42
6af2081,A4:crn,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.795,782,,3168,3168,0.008389,0.2475,diverged=0;success=0.62
6af2081,A4:norm_only,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.833,791,,3168,3168,0.03979,0.2256,diverged=0;success=0.62
6af2081,A4:qclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.838,792,,3168,3168,0.03562,0.2529,diverged=0;success=0.85
6af2081,A4:qclip0.75,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.712,791,,3168,3168,0.03705,0.2363,diverged=0;success=0.60
6af2081,A4:recur2_next_state_tweedie,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.681,786,,6336,6336,0.03948,0.2283,diverged=0;success=0.62
6af2081,A4:relclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.788,792,,3168,3168,0.168,0.4778,diverged=0;success=0.40
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.806,790,,3168,3168,0.03562,0.2529,diverged=0;success=0.85
6af2081,A4:relclip2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.980,795,,3168,3168,0.0358,0.2115,diverged=0;success=0.82
6af2081,A4:relclip_ema0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.907,788,,3168,3168,0.1711,0.4976,diverged=0;success=0.35
6af2081,A4:relclip_ema1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.964,791,,3168,3168,0.03828,0.2368,diverged=0;success=0.85
6af2081,A4:relclip_ema2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.849,789,,3168,3168,0.03709,0.2013,diverged=0;success=0.90
6af2081,A4:sqrt_abs_eps,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.854,782,,3168,3168,0.07111,0.2177,diverged=0;success=0.80
6af2081,A4:sqrt_floor,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.936,780,,3168,3168,0.05847,0.2006,diverged=0;success=0.80
6af2081,A4:sqrtfloor_clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.987,789,,3168,3168,0.1343,0.5375,diverged=0;success=0.28
6af2081,A4:sqrtfloor_clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.975,789,,3168,3168,0.06049,0.2111,diverged=0;success=0.78
6af2081,A4:sqrtfloor_relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.941,791,,3168,3168,0.06155,0.2837,diverged=0;success=0.72
6af2081,A4:stale2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.475,786,,1600,1600,0.03878,0.2561,diverged=0;success=0.53
6af2081,A4:stale3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.305,777,,1056,1056,0.0614,0.3099,diverged=0;success=0.53
6af2081,A4:trust_ddim0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.845,788,,3168,3168,0.5432,0.5955,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.864,787,,3168,3168,0.4673,0.5941,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.744,784,,3168,3168,0.1824,0.7070,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.867,787,,3168,3168,0.1665,0.6334,diverged=0;success=0.12
6af2081,A4:trust_noise0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.739,785,,3168,3168,0.03996,0.2889,diverged=0;success=0.72
6af2081,A4:trust_noise1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.795,786,,3168,3168,0.0381,0.2311,diverged=0;success=0.53
6af2081,A4:unit0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.824,790,,3168,3168,0.1634,0.4597,diverged=0;success=0.38
6af2081,A4:unit0.4,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.822,792,,3168,3168,0.05475,0.2122,diverged=0;success=0.70
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,1.539,792,,1188,1188,0.07849,0.3144,diverged=0;success=0.60
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.698,815,,1188,1188,0.07298,0.2738,diverged=0;success=0.47
6af2081,A4:adapt_agree0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,1.348,789,,396,396,0.1278,0.4842,diverged=0;success=0.33
6af2081,A4:antithetic,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.702,782,,396,396,0.06412,0.3540,diverged=0;success=0.33
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=legacy/restarts=40@0,arm64 cpu,float32,0.754,781,,396,396,0.09441,0.3504,diverged=0;success=0.42
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.706,779,,396,396,0.1339,0.3842,diverged=0;success=0.40
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.723,779,,396,396,0.0922,0.2996,diverged=0;success=0.47
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.713,779,,396,396,0.09814,0.3566,diverged=0;success=0.30
6af2081,A4:crn,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.748,781,,396,396,0.06074,0.4375,diverged=0;success=0.25
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.707,778,,396,396,0.1078,0.2839,diverged=0;success=0.57
6af2081,A4:adapt_agree0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.456,802,,396,396,0.09885,0.6029,diverged=0;success=0.28
6af2081,A4:adapt_agree0.8,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.337,797,,396,396,0.09513,0.6714,diverged=0;success=0.25
6af2081,A4:adapt_improve,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.690,779,,396,396,0.08588,0.6687,diverged=1;success=0.10
6af2081,A4:antithetic,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.641,779,,396,396,0.06547,0.5861,diverged=0;success=0.17
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,0.716,779,,396,396,0.1008,0.6118,diverged=0;success=0.17
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.677,789,,396,396,0.09205,0.5848,diverged=0;success=0.28
6af2081,A4:bw_pooled_floor,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.721,783,,396,396,0.08671,0.5732,diverged=1;success=0.23
6af2081,A4:bw_pooled,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.827,786,,396,396,0.0887,0.5721,diverged=1;success=0.35
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.871,786,,396,396,0.2653,0.6126,diverged=0;success=0.10
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.634,788,,396,396,0.07278,0.2210,diverged=0;success=0.62
6af2081,A4:crn,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.677,779,,396,396,0.01409,0.5108,diverged=0;success=0.23
6af2081,A4:norm_only,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.669,789,,396,396,0.08673,0.3715,diverged=0;success=0.35
6af2081,A4:qclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.706,788,,396,396,0.07278,0.2144,diverged=0;success=0.78
6af2081,A4:qclip0.75,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.737,789,,396,396,0.06624,0.1911,diverged=0;success=0.62
6af2081,A4:recur2_next_state_tweedie,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.281,782,,792,792,0.08224,0.5622,diverged=3;success=0.25
6af2081,A4:relclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.636,780,,396,396,0.23,0.4598,diverged=0;success=0.33
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.696,783,,396,396,0.07278,0.2144,diverged=0;success=0.78
6af2081,A4:relclip2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.665,784,,396,396,0.06839,0.1712,diverged=0;success=0.85
6af2081,A4:relclip_ema0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.730,785,,396,396,0.08601,0.3175,diverged=0;success=0.60
6af2081,A4:relclip_ema1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.739,784,,396,396,0.07181,0.2148,diverged=0;success=0.72
6af2081,A4:relclip_ema2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.822,784,,396,396,0.06984,0.2287,diverged=0;success=0.57
6af2081,A4:sqrt_abs_eps,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.702,783,,396,396,0.07517,0.4753,diverged=0;success=0.38
6af2081,A4:sqrt_floor,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.742,780,,396,396,0.04909,0.3173,diverged=0;success=0.55
6af2081,A4:sqrtfloor_clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.725,781,,396,396,0.1638,0.6144,diverged=0;success=0.07
6af2081,A4:sqrtfloor_clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.754,778,,396,396,0.0431,0.2557,diverged=0;success=0.60
6af2081,A4:sqrtfloor_relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.787,783,,396,396,0.1147,0.3835,diverged=0;success=0.47
6af2081,A4:stale2,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.391,777,,200,200,0.0891,0.7167,diverged=2;success=0.20
6af2081,A4:stale3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.252,776,,132,132,0.1028,0.7453,diverged=2;success=0.10
6af2081,A4:trust_ddim0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.707,784,,396,396,0.3405,0.5961,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.710,782,,396,396,0.3266,0.5927,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.658,781,,396,396,0.306,0.6244,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.649,786,,396,396,0.2626,0.5963,diverged=0;success=0.10
6af2081,A4:trust_noise0.3,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.705,782,,396,396,0.06529,0.2182,diverged=0;success=0.78
6af2081,A4:trust_noise1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.701,781,,396,396,0.06854,0.1778,diverged=0;success=0.70
6af2081,A4:unit0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.708,788,,396,396,0.2405,0.5179,diverged=0;success=0.20
6af2081,A4:unit0.4,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.751,788,,396,396,0.1038,0.2743,diverged=0;success=0.50
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=64;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.976,778,,6336,6336,0.02959,0.2549,diverged=0;success=0.57
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,1.566,805,,2376,2376,0.05098,0.2192,diverged=0;success=0.68
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.701,837,,2376,2376,0.05436,0.2558,diverged=0;success=0.53
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.657,807,,2376,2376,0.1753,0.5081,diverged=0;success=0.33
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.646,812,,2376,2376,0.05173,0.2385,diverged=0;success=0.57
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.507,832,,2376,2376,0.05948,0.2431,diverged=0;success=0.75
6af2081,A4:adapt_agree0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,1.361,796,,792,792,0.1074,0.4116,diverged=0;success=0.35
6af2081,A4:antithetic,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.695,790,,792,792,0.05947,0.3315,diverged=0;success=0.35
